 delta (eV)  Eigenvalues Row 1  Eigenvalues Row 2  Eigenvalues Row 3  Eigenvalues Row 4  Eigenvalues Row 5  Eigenvalues Row 6  Eigenvalues Row 7  Eigenvalues Row 8  Eigenvalues Row 9  Eigenvalues Row 10  Eigenvalues Row 11  Eigenvalues Row 12  Eigenvalues Row 13  Eigenvalues Row 14  Eigenvalues Row 15  Eigenvalues Row 16  Eigenvalues Row 17  Eigenvalues Row 18  Eigenvalues Row 19  Eigenvalues Row 20  Eigenvalues Row 21  Eigenvalues Row 22  Eigenvalues Row 23  Eigenvalues Row 24  Eigenvalues Row 25  Eigenvalues Row 26  Eigenvalues Row 27  Eigenvalues Row 28  Eigenvalues Row 29  Eigenvalues Row 30  Eigenvalues Row 31  Eigenvalues Row 32  Eigenvalues Row 33  Eigenvalues Row 34  Eigenvalues Row 35  Eigenvalues Row 36  Eigenvalues Row 37  Eigenvalues Row 38  Eigenvalues Row 39  Eigenvalues Row 40  Eigenvalues Row 41  Eigenvalues Row 42  Eigenvalues Row 43  Eigenvalues Row 44  Eigenvalues Row 45  Eigenvalues Row 46  Eigenvalues Row 47  Eigenvalues Row 48  Eigenvalues Row 49  Eigenvalues Row 50  Eigenvalues Row 51  Eigenvalues Row 52  Eigenvalues Row 53  Eigenvalues Row 54  Eigenvalues Row 55  Eigenvalues Row 56  Eigenvalues Row 57  Eigenvalues Row 58  Eigenvalues Row 59  Eigenvalues Row 60  Eigenvalues Row 61  Eigenvalues Row 62  Eigenvalues Row 63  Eigenvalues Row 64  Eigenvalues Row 65  Eigenvalues Row 66  Eigenvalues Row 67  Eigenvalues Row 68  Eigenvalues Row 69  Eigenvalues Row 70  Eigenvalues Row 71  Eigenvalues Row 72  Eigenvalues Row 73  Eigenvalues Row 74  Eigenvalues Row 75  Eigenvalues Row 76  Eigenvalues Row 77  Eigenvalues Row 78  Eigenvalues Row 79  Eigenvalues Row 80  Eigenvalues Row 81  Eigenvalues Row 82  Eigenvalues Row 83  Eigenvalues Row 84  Eigenvalues Row 85  Eigenvalues Row 86  Eigenvalues Row 87  Eigenvalues Row 88  Eigenvalues Row 89  Eigenvalues Row 90  Eigenvalues Row 91  Eigenvalues Row 92  Eigenvalues Row 93  Eigenvalues Row 94  Eigenvalues Row 95  Eigenvalues Row 96  Eigenvalues Row 97  Eigenvalues Row 98  Eigenvalues Row 99  Eigenvalues Row 100  Eigenvalues Row 101  Eigenvalues Row 102  Eigenvalues Row 103  Eigenvalues Row 104  Eigenvalues Row 105  Eigenvalues Row 106  Eigenvalues Row 107  Eigenvalues Row 108  Eigenvalues Row 109  Eigenvalues Row 110  Eigenvalues Row 111  Eigenvalues Row 112  Eigenvalues Row 113  Eigenvalues Row 114  Eigenvalues Row 115  Eigenvalues Row 116  Eigenvalues Row 117  Eigenvalues Row 118  Eigenvalues Row 119  Eigenvalues Row 120  Eigenvalues Row 121  Eigenvalues Row 122  Eigenvalues Row 123  Eigenvalues Row 124  Eigenvalues Row 125  Eigenvalues Row 126  Eigenvalues Row 127  Eigenvalues Row 128  Eigenvalues Row 129  Eigenvalues Row 130  Eigenvalues Row 131  Eigenvalues Row 132  Eigenvalues Row 133  Eigenvalues Row 134  Eigenvalues Row 135  Eigenvalues Row 136  Eigenvalues Row 137  Eigenvalues Row 138  Eigenvalues Row 139  Eigenvalues Row 140  Eigenvalues Row 141  Eigenvalues Row 142  Eigenvalues Row 143  Eigenvalues Row 144  Eigenvalues Row 145  Eigenvalues Row 146  Eigenvalues Row 147  Eigenvalues Row 148  Eigenvalues Row 149  Eigenvalues Row 150  Eigenvalues Row 151  Eigenvalues Row 152  Eigenvalues Row 153  Eigenvalues Row 154  Eigenvalues Row 155  Eigenvalues Row 156  Eigenvalues Row 157  Eigenvalues Row 158  Eigenvalues Row 159  Eigenvalues Row 160  Eigenvalues Row 161  Eigenvalues Row 162  Eigenvalues Row 163  Eigenvalues Row 164  Eigenvalues Row 165  Eigenvalues Row 166  Eigenvalues Row 167  Eigenvalues Row 168  Eigenvalues Row 169  Eigenvalues Row 170  Eigenvalues Row 171  Eigenvalues Row 172  Eigenvalues Row 173  Eigenvalues Row 174  Eigenvalues Row 175  Eigenvalues Row 176  Eigenvalues Row 177  Eigenvalues Row 178  Eigenvalues Row 179  Eigenvalues Row 180  Eigenvalues Row 181  Eigenvalues Row 182  Eigenvalues Row 183  Eigenvalues Row 184  Eigenvalues Row 185  Eigenvalues Row 186  Eigenvalues Row 187  Eigenvalues Row 188  Eigenvalues Row 189  Eigenvalues Row 190
  -0.076531                0.0       1.865175e-14       3.335874e-04           0.848239           0.848239           0.994755           1.005927           1.005927           1.062536            1.062536            1.096566            1.096566            1.117208            1.122034            1.282156            1.577652            1.577652            1.578782            1.683207            1.694009            1.720507            1.720507            1.749008            1.749008            2.012274            2.071305            2.071305            2.243208            2.373408            2.373408            2.616291            2.616291            2.620614            2.778933            2.782672            2.783963            2.783963            2.792403            2.792403            3.577838            3.577838            3.620833            3.623151            3.623388            3.623388            3.623949            3.625254            3.625254            3.625730            3.625730            3.625748            3.736255            3.736255            3.777022            4.481715            4.752864            4.752864            4.779273            4.779581            4.803156            4.803156            4.811748            4.811748            4.858593            4.872104            4.872104            4.889502            4.914540            4.926638            4.926638            4.960748            4.960748            4.964869            4.965497            4.996980            4.996980            5.001400            5.001400            5.004494            5.016244            5.039097            5.039097            5.688109            5.688109            5.688118            5.717992            5.717992            5.736657            5.736657            5.743708            5.749168            5.887484            5.887832            5.887832            5.936559            5.936559            5.937824            5.937824            5.980045             5.980854             5.980854             5.986775             5.992327             6.003992             6.007887             6.022772             6.022772             6.071831             6.071831             6.079405             6.079405             6.175406             6.180267             6.180267             6.181968             6.204721             6.204721             6.296694             6.300494             6.318979             6.318979             6.329708             6.329708             6.541246             6.589966             6.589966             6.836861             6.836861             6.842974             6.846110             6.946548             6.961985             6.961985             6.966529             6.966529             6.982785             6.990883             7.063659             7.063659             7.351606             7.351606             7.499340             7.499340             7.562038             9.791755            10.235754            10.235755            10.235755            10.295231            10.295231            10.797879            11.835689            11.835711            11.835711            11.837683            11.837683            11.839025            11.839025            11.840351            11.840555            11.849114            11.850144            11.850144            11.854945            11.854945            11.855341            11.857072            11.857152            11.857152            11.858689            11.858855            11.858855            11.861848            11.870261            11.870261            13.457631            13.458549            13.458549            13.463432            13.463432            13.465803            13.465979            13.467021            13.467021            13.469580            13.469580            13.472752            13.473701            13.473701            13.499049
  -0.079592                0.0       1.509903e-14       3.468580e-04           0.848065           0.848065           0.992203           1.003491           1.003491           1.062468            1.062468            1.096730            1.096730            1.117573            1.122349            1.282225            1.574470            1.574470            1.575670            1.685535            1.696088            1.722973            1.722973            1.751865            1.751865            2.009743            2.070057            2.070057            2.240625            2.377059            2.377059            2.611875            2.611875            2.616222            2.781214            2.784917            2.786214            2.786214            2.794636            2.794636            3.573537            3.573537            3.620840            3.623152            3.623398            3.623398            3.623957            3.625204            3.625204            3.625738            3.625738            3.625758            3.738233            3.738233            3.779047            4.483861            4.751439            4.751439            4.777339            4.779474            4.802480            4.802480            4.810841            4.810841            4.857777            4.871327            4.871327            4.888909            4.913380            4.925441            4.925441            4.960116            4.960116            4.963859            4.964638            4.998843            4.998843            5.003529            5.003529            5.006394            5.018149            5.040998            5.040998            5.686991            5.687135            5.687135            5.718131            5.718131            5.736791            5.736791            5.743918            5.749538            5.884900            5.885319            5.885319            5.933778            5.933778            5.935009            5.935009            5.977484             5.980456             5.980456             5.984653             5.989403             6.003245             6.006873             6.023323             6.023323             6.072463             6.072463             6.080128             6.080128             6.173800             6.185079             6.185079             6.187447             6.203787             6.203787             6.299791             6.302724             6.321411             6.321411             6.332016             6.332016             6.539444             6.589695             6.589695             6.833699             6.833699             6.842134             6.843161             6.945171             6.964210             6.964210             6.968507             6.968507             6.985045             6.992274             7.065957             7.065957             7.348111             7.348111             7.501771             7.501771             7.566079             9.792294            10.235763            10.235763            10.235763            10.295240            10.295240            10.798126            11.835589            11.835610            11.835610            11.837643            11.837643            11.838988            11.838988            11.840337            11.840528            11.849002            11.850029            11.850029            11.855017            11.855017            11.855225            11.857210            11.857336            11.857336            11.858837            11.858881            11.858881            11.861749            11.870544            11.870544            13.457451            13.458352            13.458352            13.463262            13.463262            13.465934            13.466089            13.467146            13.467146            13.469660            13.469660            13.472707            13.473832            13.473832            13.499378
  -0.082653                0.0       1.598721e-14       3.601330e-04           0.847881           0.847881           0.989640           1.001051           1.001051           1.062368            1.062368            1.096863            1.096863            1.117890            1.122631            1.282295            1.571270            1.571270            1.572539            1.687901            1.698222            1.725484            1.725484            1.754752            1.754752            2.007210            2.068753            2.068753            2.238042            2.380759            2.380759            2.607462            2.607462            2.611831            2.783494            2.787163            2.788463            2.788463            2.796870            2.796870            3.569224            3.569224            3.620847            3.623154            3.623409            3.623409            3.623964            3.625164            3.625164            3.625748            3.625748            3.625769            3.740204            3.740204            3.780977            4.486095            4.749986            4.749986            4.775395            4.779349            4.801795            4.801795            4.809901            4.809901            4.856925            4.870548            4.870548            4.888284            4.912220            4.924237            4.924237            4.959437            4.959437            4.962851            4.963762            5.000777            5.000777            5.005684            5.005684            5.008343            5.020089            5.042901            5.042901            5.685861            5.686152            5.686152            5.718258            5.718258            5.736919            5.736919            5.744114            5.749893            5.882293            5.882789            5.882789            5.930987            5.930987            5.932184            5.932184            5.974859             5.980056             5.980056             5.982445             5.986475             6.002529             6.005922             6.023831             6.023831             6.073059             6.073059             6.080846             6.080846             6.172150             6.189124             6.189124             6.192947             6.203644             6.203644             6.302934             6.305036             6.323904             6.323904             6.334375             6.334375             6.537638             6.589389             6.589389             6.830536             6.830536             6.839476             6.842015             6.943659             6.966449             6.966449             6.970520             6.970520             6.987329             6.993823             7.068271             7.068271             7.344643             7.344643             7.504222             7.504222             7.570121             9.792855            10.235771            10.235772            10.235772            10.295248            10.295248            10.798382            11.835489            11.835508            11.835508            11.837600            11.837600            11.838950            11.838950            11.840320            11.840499            11.848890            11.849914            11.849914            11.855077            11.855077            11.855107            11.857346            11.857524            11.857524            11.858919            11.858919            11.858991            11.861657            11.870829            11.870829            13.457269            13.458155            13.458155            13.463088            13.463088            13.466065            13.466201            13.467273            13.467273            13.469746            13.469746            13.472655            13.473963            13.473963            13.499717
  -0.085714                0.0       1.509903e-14       3.734136e-04           0.847688           0.847688           0.987065           0.998609           0.998609           1.062237            1.062237            1.096963            1.096963            1.118160            1.122879            1.282365            1.568055            1.568055            1.569390            1.690303            1.700408            1.728039            1.728039            1.757672            1.757672            2.004677            2.067396            2.067396            2.235459            2.384506            2.384506            2.603052            2.603052            2.607441            2.785775            2.789410            2.790713            2.790713            2.799104            2.799104            3.564901            3.564901            3.620853            3.623156            3.623419            3.623419            3.623972            3.625133            3.625133            3.625757            3.625757            3.625779            3.742168            3.742168            3.782811            4.488418            4.748505            4.748505            4.773439            4.779207            4.801098            4.801098            4.808931            4.808931            4.856040            4.869768            4.869768            4.887630            4.911060            4.923027            4.923027            4.958718            4.958718            4.961844            4.962873            5.002771            5.002771            5.007863            5.007863            5.010335            5.022063            5.044806            5.044806            5.684728            5.685164            5.685164            5.718372            5.718372            5.737040            5.737040            5.744294            5.750234            5.879665            5.880243            5.880243            5.928185            5.928185            5.929350            5.929350            5.972184             5.979655             5.979655             5.980165             5.983545             6.001834             6.005018             6.024299             6.024299             6.073616             6.073616             6.081562             6.081562             6.170459             6.191613             6.191613             6.198468             6.205081             6.205081             6.306122             6.307426             6.326457             6.326457             6.336784             6.336784             6.535828             6.589047             6.589047             6.827371             6.827371             6.836302             6.841368             6.942036             6.968699             6.968699             6.972570             6.972570             6.989637             6.995508             7.070599             7.070599             7.341204             7.341204             7.506692             7.506692             7.574164             9.793438            10.235780            10.235781            10.235781            10.295257            10.295257            10.798649            11.835389            11.835406            11.835406            11.837556            11.837556            11.838909            11.838909            11.840300            11.840467            11.848778            11.849798            11.849798            11.854989            11.855126            11.855126            11.857479            11.857715            11.857715            11.858971            11.858971            11.859150            11.861571            11.871117            11.871117            13.457086            13.457958            13.457958            13.462911            13.462911            13.466197            13.466314            13.467401            13.467401            13.469835            13.469835            13.472595            13.474095            13.474095            13.500066
  -0.088776                0.0       1.509903e-14       3.867009e-04           0.847487           0.847487           0.984480           0.996165           0.996165           1.062075            1.062075            1.097031            1.097031            1.118383            1.123093            1.282435            1.564825            1.564825            1.566225            1.692743            1.702646            1.730637            1.730637            1.760621            1.760621            2.002142            2.065989            2.065989            2.232877            2.388296            2.388296            2.598644            2.598644            2.603052            2.788055            2.791659            2.792963            2.792963            2.801338            2.801338            3.560570            3.560570            3.620860            3.623158            3.623430            3.623430            3.623979            3.625108            3.625108            3.625767            3.625767            3.625789            3.744125            3.744125            3.784551            4.490830            4.746999            4.746999            4.771474            4.779048            4.800391            4.800391            4.807933            4.807933            4.855122            4.868987            4.868987            4.886948            4.909900            4.921811            4.921811            4.957966            4.957966            4.960838            4.961973            5.004817            5.004817            5.010064            5.010064            5.012366            5.024068            5.046713            5.046713            5.683593            5.684169            5.684169            5.718473            5.718473            5.737153            5.737153            5.744459            5.750562            5.877019            5.877682            5.877682            5.925374            5.925374            5.926508            5.926508            5.969471             5.977828             5.979253             5.979253             5.980615             6.001150             6.004149             6.024726             6.024726             6.074135             6.074135             6.082274             6.082274             6.168731             6.192226             6.192226             6.204006             6.208418             6.208418             6.309354             6.309890             6.329066             6.329066             6.339241             6.339241             6.534013             6.588670             6.588670             6.824206             6.824206             6.833098             6.840736             6.940320             6.970957             6.970957             6.974659             6.974659             6.991969             6.997310             7.072936             7.072936             7.337798             7.337798             7.509182             7.509182             7.578206             9.794044            10.235789            10.235790            10.235790            10.295267            10.295267            10.798927            11.835289            11.835304            11.835304            11.837510            11.837510            11.838866            11.838866            11.840277            11.840434            11.848666            11.849682            11.849682            11.854869            11.855163            11.855163            11.857608            11.857910            11.857910            11.859038            11.859038            11.859315            11.861493            11.871407            11.871407            13.456902            13.457761            13.457761            13.462731            13.462731            13.466330            13.466429            13.467529            13.467529            13.469929            13.469929            13.472529            13.474228            13.474228            13.500425
  -0.091837                0.0       1.598721e-14       3.999959e-04           0.847275           0.847275           0.981885           0.993720           0.993720           1.061881            1.061881            1.097066            1.097066            1.118560            1.123272            1.282505            1.561583            1.561583            1.563046            1.695218            1.704932            1.733276            1.733276            1.763601            1.763601            1.999606            2.064534            2.064534            2.230294            2.392127            2.392127            2.594239            2.594239            2.598664            2.790336            2.793909            2.795212            2.795212            2.803571            2.803571            3.556233            3.556233            3.620867            3.623160            3.623441            3.623441            3.623987            3.625088            3.625088            3.625777            3.625777            3.625800            3.746074            3.746074            3.786196            4.493329            4.745467            4.745467            4.769498            4.778873            4.799672            4.799672            4.806907            4.806907            4.854174            4.868207            4.868207            4.886241            4.908740            4.920590            4.920590            4.957185            4.957185            4.959834            4.961062            5.006910            5.006910            5.012285            5.012285            5.014433            5.026102            5.048622            5.048622            5.682455            5.683169            5.683169            5.718559            5.718559            5.737259            5.737259            5.744607            5.750875            5.874355            5.875109            5.875109            5.922555            5.922555            5.923658            5.923658            5.966726             5.975442             5.977686             5.978850             5.978850             6.000470             6.003304             6.025112             6.025112             6.074613             6.074613             6.082982             6.082982             6.166967             6.191663             6.191663             6.209559             6.212957             6.212957             6.312424             6.312628             6.331731             6.331731             6.341746             6.341746             6.532195             6.588258             6.588258             6.821041             6.821041             6.829887             6.840094             6.938527             6.973221             6.973221             6.976792             6.976792             6.994325             6.999213             7.075280             7.075280             7.334427             7.334427             7.511690             7.511690             7.582247             9.794672            10.235798            10.235799            10.235799            10.295276            10.295276            10.799214            11.835188            11.835202            11.835202            11.837462            11.837462            11.838821            11.838821            11.840251            11.840398            11.848553            11.849566            11.849566            11.854749            11.855187            11.855187            11.857731            11.858108            11.858108            11.859118            11.859118            11.859485            11.861425            11.871699            11.871699            13.456718            13.457564            13.457564            13.462548            13.462548            13.466463            13.466544            13.467659            13.467659            13.470027            13.470027            13.472456            13.474362            13.474362            13.500793
  -0.094898                0.0       1.687539e-14       4.132998e-04           0.847054           0.847054           0.979281           0.991275           0.991275           1.061655            1.061655            1.097069            1.097069            1.118692            1.123416            1.282575            1.558328            1.558328            1.559854            1.697729            1.707265            1.735956            1.735956            1.766610            1.766610            1.997069            2.063033            2.063033            2.227712            2.395997            2.395997            2.589837            2.589837            2.594277            2.792617            2.796160            2.797460            2.797460            2.805805            2.805805            3.551890            3.551890            3.620874            3.623162            3.623451            3.623451            3.623994            3.625073            3.625073            3.625787            3.625787            3.625811            3.748015            3.748015            3.787746            4.495915            4.743911            4.743911            4.767514            4.778681            4.798941            4.798941            4.805856            4.805856            4.853196            4.867429            4.867429            4.885511            4.907580            4.919364            4.919364            4.956381            4.956381            4.958831            4.960143            5.009043            5.009043            5.014525            5.014525            5.016532            5.028164            5.050533            5.050533            5.681315            5.682165            5.682165            5.718632            5.718632            5.737355            5.737355            5.744738            5.751173            5.871675            5.872525            5.872525            5.919729            5.919729            5.920802            5.920802            5.963957             5.973017             5.974760             5.978446             5.978446             5.999790             6.002476             6.025459             6.025459             6.075051             6.075051             6.083688             6.083688             6.165171             6.190570             6.190570             6.215126             6.218053             6.218053             6.315023             6.315944             6.334449             6.334449             6.344297             6.344297             6.530374             6.587813             6.587813             6.817876             6.817876             6.826677             6.839437             6.936670             6.975486             6.975486             6.978969             6.978969             6.996704             7.001203             7.077627             7.077627             7.331094             7.331094             7.514215             7.514215             7.586286             9.795322            10.235808            10.235809            10.235809            10.295286            10.295286            10.799513            11.835087            11.835100            11.835100            11.837412            11.837412            11.838775            11.838775            11.840223            11.840359            11.848441            11.849450            11.849450            11.854628            11.855199            11.855199            11.857847            11.858309            11.858309            11.859213            11.859213            11.859660            11.861368            11.871994            11.871994            13.456532            13.457366            13.457366            13.462362            13.462362            13.466597            13.466661            13.467789            13.467789            13.470128            13.470128            13.472377            13.474496            13.474496            13.501169
  -0.097959                0.0       1.332268e-14       4.266135e-04           0.846823           0.846823           0.976669           0.988833           0.988833           1.061399            1.061399            1.097038            1.097038            1.118778            1.123525            1.282643            1.555061            1.555061            1.556650            1.700276            1.709644            1.738674            1.738674            1.769648            1.769648            1.994531            2.061488            2.061488            2.225130            2.399902            2.399902            2.585438            2.585438            2.589892            2.794897            2.798412            2.799708            2.799708            2.808039            2.808039            3.547542            3.547542            3.620881            3.623165            3.623462            3.623462            3.624001            3.625062            3.625062            3.625797            3.625797            3.625822            3.749948            3.749948            3.789203            4.498587            4.742332            4.742332            4.765522            4.778473            4.798198            4.798198            4.804780            4.804780            4.852191            4.866653            4.866653            4.884758            4.906419            4.918133            4.918133            4.955557            4.955557            4.957831            4.959216            5.011211            5.011211            5.016782            5.016782            5.018660            5.030251            5.052444            5.052444            5.680173            5.681156            5.681156            5.718690            5.718690            5.737442            5.737442            5.744852            5.751457            5.868980            5.869931            5.869931            5.916897            5.916897            5.917939            5.917939            5.961169             5.970552             5.971844             5.978042             5.978042             5.999106             6.001659             6.025765             6.025765             6.075447             6.075447             6.084388             6.084388             6.163344             6.189241             6.189241             6.220705             6.223412             6.223412             6.317684             6.319301             6.337218             6.337218             6.346894             6.346894             6.528550             6.587335             6.587335             6.814712             6.814712             6.823468             6.838764             6.934760             6.977752             6.977752             6.981193             6.981193             6.999107             7.003271             7.079973             7.079973             7.327803             7.327803             7.516758             7.516758             7.590324             9.795995            10.235817            10.235818            10.235818            10.295295            10.295295            10.799821            11.834987            11.834998            11.834998            11.837361            11.837361            11.838727            11.838727            11.840192            11.840319            11.848328            11.849333            11.849333            11.854507            11.855200            11.855200            11.857954            11.858513            11.858513            11.859322            11.859322            11.859839            11.861324            11.872290            11.872290            13.456345            13.457169            13.457169            13.462175            13.462175            13.466732            13.466778            13.467920            13.467920            13.470232            13.470232            13.472292            13.474631            13.474631            13.501554
  -0.101020                0.0       1.421085e-14       4.399382e-04           0.846581           0.846581           0.974050           0.986392           0.986392           1.061112            1.061112            1.096976            1.096976            1.118821            1.123599            1.282711            1.551784            1.551784            1.553435            1.702857            1.712066            1.741430            1.741430            1.772714            1.772714            1.991992            2.059902            2.059902            2.222548            2.403841            2.403841            2.581044            2.581044            2.585509            2.797177            2.800665            2.801956            2.801956            2.810273            2.810273            3.543191            3.543191            3.620888            3.623167            3.623473            3.623473            3.624008            3.625053            3.625053            3.625808            3.625808            3.625834            3.751873            3.751873            3.790567            4.501346            4.740731            4.740731            4.763521            4.778249            4.797442            4.797442            4.803681            4.803681            4.851160            4.865879            4.865879            4.883984            4.905258            4.916899            4.916899            4.954715            4.954715            4.956832            4.958282            5.013410            5.013410            5.019054            5.019054            5.020816            5.032361            5.054358            5.054358            5.679029            5.680144            5.680144            5.718733            5.718733            5.737520            5.737520            5.744948            5.751726            5.866271            5.867329            5.867329            5.914059            5.914059            5.915070            5.915070            5.958364             5.968041             5.968952             5.977636             5.977636             5.998416             6.000847             6.026033             6.026033             6.075801             6.075801             6.085083             6.085083             6.161489             6.187801             6.187801             6.226295             6.228910             6.228910             6.320403             6.322699             6.340038             6.340038             6.349534             6.349534             6.526723             6.586825             6.586825             6.811548             6.811548             6.820262             6.838074             6.932805             6.980016             6.980016             6.983466             6.983466             7.001533             7.005407             7.082316             7.082316             7.324558             7.324558             7.519317             7.519317             7.594359             9.796690            10.235827            10.235828            10.235828            10.295305            10.295305            10.800141            11.834886            11.834896            11.834896            11.837308            11.837308            11.838677            11.838677            11.840159            11.840277            11.848215            11.849217            11.849217            11.854385            11.855188            11.855188            11.858049            11.858720            11.858720            11.859443            11.859443            11.860023            11.861295            11.872589            11.872589            13.456158            13.456972            13.456972            13.461986            13.461986            13.466867            13.466896            13.468051            13.468051            13.470338            13.470338            13.472202            13.474768            13.474768            13.501948
  -0.104082                0.0       1.509903e-14       4.532750e-04           0.846329           0.846329           0.971423           0.983955           0.983955           1.060794            1.060794            1.096881            1.096881            1.118820            1.123638            1.282778            1.548496            1.548496            1.550211            1.705473            1.714531            1.744223            1.744223            1.775809            1.775809            1.989452            2.058276            2.058276            2.219967            2.407812            2.407812            2.576653            2.576653            2.581127            2.799457            2.802919            2.804203            2.804203            2.812507            2.812507            3.538836            3.538836            3.620896            3.623170            3.623484            3.623484            3.624015            3.625048            3.625048            3.625818            3.625818            3.625845            3.753790            3.753790            3.791838            4.504190            4.739109            4.739109            4.761512            4.778009            4.796674            4.796674            4.802560            4.802560            4.850104            4.865109            4.865109            4.883192            4.904097            4.915660            4.915660            4.953859            4.953859            4.955836            4.957343            5.015637            5.015637            5.021341            5.021341            5.022996            5.034493            5.056272            5.056272            5.677884            5.679128            5.679128            5.718762            5.718762            5.737587            5.737587            5.745026            5.751981            5.863549            5.864720            5.864720            5.911216            5.911216            5.912197            5.912197            5.955548             5.965447             5.966124             5.977231             5.977231             5.997718             6.000038             6.026263             6.026263             6.076116             6.076116             6.085769             6.085769             6.159608             6.186307             6.186307             6.231893             6.234492             6.234492             6.323178             6.326136             6.342907             6.342907             6.352218             6.352218             6.524894             6.586282             6.586282             6.808386             6.808386             6.817059             6.837367             6.930813             6.982277             6.982277             6.985787             6.985787             7.003983             7.007604             7.084650             7.084650             7.321362             7.321362             7.521894             7.521894             7.598390             9.797408            10.235837            10.235838            10.235838            10.295315            10.295315            10.800470            11.834785            11.834795            11.834795            11.837254            11.837254            11.838625            11.838625            11.840124            11.840233            11.848103            11.849100            11.849100            11.854264            11.855167            11.855167            11.858130            11.858930            11.858930            11.859578            11.859578            11.860210            11.861284            11.872889            11.872889            13.455971            13.456774            13.456774            13.461795            13.461795            13.467002            13.467015            13.468184            13.468184            13.470447            13.470447            13.472107            13.474904            13.474904            13.502349
  -0.107143                0.0       1.776357e-14       4.666248e-04           0.846065           0.846065           0.968790           0.981522           0.981522           1.060446            1.060446            1.096753            1.096753            1.118775            1.123642            1.282844            1.545199            1.545199            1.546978            1.708122            1.717037            1.747052            1.747052            1.778930            1.778930            1.986912            2.056613            2.056613            2.217386            2.411811            2.411811            2.572267            2.572267            2.576747            2.801737            2.805173            2.806449            2.806449            2.814741            2.814741            3.534479            3.534479            3.620903            3.623173            3.623496            3.623496            3.624022            3.625044            3.625044            3.625829            3.625829            3.625857            3.755698            3.755698            3.793017            4.507118            4.737466            4.737466            4.759495            4.777753            4.795891            4.795891            4.801418            4.801418            4.849024            4.864343            4.864343            4.882383            4.902936            4.914417            4.914417            4.952990            4.952990            4.954842            4.956398            5.017889            5.017889            5.023641            5.023641            5.025198            5.036646            5.058188            5.058188            5.676737            5.678109            5.678109            5.718775            5.718775            5.737644            5.737644            5.745086            5.752220            5.860815            5.862104            5.862104            5.908369            5.908369            5.909319            5.909319            5.952721             5.962712             5.963426             5.976825             5.976825             5.997010             5.999228             6.026455             6.026455             6.076390             6.076390             6.086446             6.086446             6.157702             6.184792             6.184792             6.237497             6.240128             6.240128             6.326003             6.329611             6.345822             6.345822             6.354943             6.354943             6.523063             6.585708             6.585708             6.805224             6.805224             6.813858             6.836643             6.928790             6.984537             6.984537             6.988155             6.988155             7.006456             7.009857             7.086972             7.086972             7.318219             7.318219             7.524486             7.524486             7.602418             9.798149            10.235847            10.235848            10.235848            10.295326            10.295326            10.800811            11.834685            11.834693            11.834693            11.837198            11.837198            11.838572            11.838572            11.840086            11.840187            11.847990            11.848984            11.848984            11.854142            11.855135            11.855135            11.858196            11.859143            11.859143            11.859724            11.859724            11.860402            11.861291            11.873192            11.873192            13.455782            13.456577            13.456577            13.461603            13.461603            13.467133            13.467138            13.468317            13.468317            13.470559            13.470559            13.472008            13.475042            13.475042            13.502758
  -0.110204                0.0       1.421085e-14       4.799889e-04           0.845789           0.845789           0.966151           0.979094           0.979094           1.060068            1.060068            1.096594            1.096594            1.118689            1.123611            1.282908            1.541893            1.541893            1.543737            1.710805            1.719583            1.749916            1.749916            1.782078            1.782078            1.984371            2.054914            2.054914            2.214806            2.415837            2.415837            2.567886            2.567886            2.572368            2.804017            2.807427            2.808694            2.808694            2.816975            2.816975            3.530119            3.530119            3.620910            3.623176            3.623507            3.623507            3.624028            3.625043            3.625043            3.625840            3.625840            3.625869            3.757598            3.757598            3.794105            4.510130            4.735803            4.735803            4.757472            4.777481            4.795095            4.795095            4.800257            4.800257            4.847921            4.863581            4.863581            4.881557            4.901775            4.913171            4.913171            4.952110            4.952110            4.953850            4.955449            5.020162            5.020162            5.025954            5.025954            5.027420            5.038817            5.060105            5.060105            5.675589            5.677088            5.677088            5.718772            5.718772            5.737690            5.737690            5.745126            5.752444            5.858070            5.859484            5.859484            5.905518            5.905518            5.906436            5.906436            5.949886             5.959859             5.960834             5.976418             5.976418             5.996293             5.998417             6.026611             6.026611             6.076625             6.076625             6.087109             6.087109             6.155775             6.183271             6.183271             6.243108             6.245801             6.245801             6.328878             6.333125             6.348784             6.348784             6.357710             6.357710             6.521230             6.585104             6.585104             6.802065             6.802065             6.810661             6.835903             6.926740             6.986797             6.986797             6.990569             6.990569             7.008951             7.012160             7.089277             7.089277             7.315134             7.315134             7.527094             7.527094             7.606442             9.798913            10.235857            10.235858            10.235858            10.295336            10.295336            10.801163            11.834584            11.834591            11.834591            11.837140            11.837140            11.838518            11.838518            11.840046            11.840139            11.847877            11.848867            11.848867            11.854020            11.855095            11.855095            11.858245            11.859358            11.859358            11.859881            11.859881            11.860598            11.861318            11.873495            11.873495            13.455594            13.456380            13.456380            13.461410            13.461410            13.467252            13.467275            13.468451            13.468451            13.470673            13.470673            13.471905            13.475180            13.475180            13.503175
